id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
UNC5C	4	0.089417	0.19505	0.971734	3768	2	-0.48087	0.33809	0.4032	1.0	7430	1	-0.48087
MLIP	4	0.089417	0.19505	0.971734	3769	2	-0.08965	0.3704	0.42409	1.0	7856	1	-0.08965
FCAR	4	0.089465	0.19514	0.971734	3770	2	-0.69166	0.6904	0.69027	1.0	12888	0	-0.69166
TCP11	4	0.089481	0.19516	0.971734	3771	2	-0.7531	0.28008	0.36774	1.0	6683	1	-0.7531
SFXN5	4	0.089514	0.19522	0.971734	3772	2	-0.56131	0.77895	0.77869	1.0	14639	0	-0.56131
MAN1B1	4	0.089531	0.19526	0.971734	3773	3	-0.72478	0.94411	0.94421	1.0	17880	0	-0.72478
FOXK2	4	0.089541	0.19527	0.971734	3774	1	2.3303	0.0028474	0.0098841	0.459866	363	3	2.3303
SEZ6L	4	0.089542	0.19527	0.971734	3775	3	-0.54909	0.047927	0.10478	0.887628	2163	1	-0.54909
FUS	4	0.08957	0.19531	0.971734	3776	2	-0.58368	0.90353	0.90356	1.0	17044	0	-0.58368
MYT1	4	0.089594	0.19536	0.971734	3777	2	-0.79176	0.86451	0.86442	1.0	16274	0	-0.79176
GOLGA1	4	0.089642	0.19545	0.971734	3778	2	-0.42223	0.84022	0.8401	1.0	15807	0	-0.42223
FAM133B	4	0.089666	0.19549	0.971734	3779	1	0.92378	0.09619	0.16983	0.9606	3293	1	0.92378
EBAG9	4	0.089683	0.19552	0.971734	3780	2	-0.71299	0.87652	0.87652	1.0	16482	0	-0.71299
HNRNPDL	4	0.089731	0.1956	0.971734	3781	3	-0.7003	0.67158	0.67147	1.0	12528	0	-0.7003
VPS37C	4	0.08974	0.19562	0.971734	3782	2	-0.33338	0.72378	0.72359	1.0	13525	0	-0.33338
CRH	4	0.089755	0.19564	0.971734	3783	2	-0.3769	0.54137	0.54983	1.0	10012	1	-0.3769
MYBPHL	4	0.089783	0.1957	0.971734	3784	3	-0.57808	0.89811	0.89805	1.0	16931	0	-0.57808
NAALAD2	4	0.089783	0.1957	0.971734	3785	3	-0.63602	0.98311	0.98311	1.0	18721	0	-0.63602
TMEM155	4	0.089783	0.1957	0.971734	3786	3	-0.66247	0.18259	0.28345	1.0	5159	1	-0.66247
CTH	4	0.089815	0.19576	0.971734	3787	1	-0.055168	0.89632	0.8963	1.0	16891	0	-0.055168
MED1	4	0.08989	0.19589	0.971734	3788	2	-0.24211	0.54666	0.55423	1.0	10109	1	-0.24211
ARMCX5-GPRASP2	4	0.089899	0.19592	0.971734	3789	3	-0.54866	0.94688	0.94693	1.0	17948	0	-0.54866
TRIM42	4	0.0899	0.19592	0.971734	3790	2	-0.59043	0.66469	0.6645	1.0	12401	0	-0.59043
SLC4A10	4	0.089964	0.19605	0.971734	3791	2	0.076007	0.016629	0.043268	0.686961	1116	2	0.076007
ZNF23	4	0.089989	0.19609	0.971734	3792	2	-0.61342	0.90295	0.90296	1.0	17025	0	-0.61342
HDHD2	4	0.090004	0.19612	0.971734	3793	3	-0.70905	0.68357	0.68347	1.0	12760	0	-0.70905
CNPY3	4	0.090061	0.19622	0.971734	3794	2	0.20745	0.078033	0.14557	0.927542	2932	2	0.20745
NPR2	4	0.090078	0.19626	0.971734	3795	3	-0.61001	0.70834	0.70803	1.0	13242	0	-0.61001
BOLA2	4	0.090163	0.19641	0.971734	3796	1	0.62258	0.00216	0.0077222	0.442401	290	1	0.62258
SERPINB6	4	0.090199	0.19649	0.971734	3797	3	-0.56393	0.88057	0.88057	1.0	16563	0	-0.56393
ATRIP	3	0.090218	0.16257	0.971423	3798	2	-0.65971	0.86897	0.86904	1.0	16348	0	-0.65971
IFNGR2	4	0.090255	0.19659	0.971734	3799	2	-0.62753	0.8813	0.88127	1.0	16574	0	-0.62753
MEIS1	4	0.090271	0.19662	0.971734	3800	2	-0.55541	0.55709	0.56306	1.0	10290	1	-0.55541
ZNF789	4	0.090287	0.19665	0.971734	3801	2	-0.044126	0.18281	0.28371	1.0	5168	2	-0.044126
CILP2	4	0.090346	0.19677	0.971734	3802	3	-0.74002	0.97151	0.97164	1.0	18467	0	-0.74002
SMTNL2	4	0.090384	0.19683	0.971734	3803	2	-0.6061	0.69175	0.6916	1.0	12915	0	-0.6061
AIMP2	4	0.09042	0.1969	0.971734	3804	3	-0.65086	0.78539	0.78528	1.0	14753	0	-0.65086
RTN4	4	0.09042	0.1969	0.971734	3805	3	-0.57282	0.32683	0.3961	1.0	7273	1	-0.57282
PDE4A	4	0.09042	0.1969	0.971734	3806	3	-0.57828	0.9249	0.92504	1.0	17515	0	-0.57828
HECW2	4	0.090465	0.19699	0.971734	3807	2	-0.50436	0.88636	0.88633	1.0	16683	0	-0.50436
CEP76	4	0.09053	0.19711	0.971734	3808	2	-0.62324	0.38776	0.43558	1.0	8046	1	-0.62324
SCGB1C1	4	0.090563	0.19716	0.971734	3809	3	-0.54913	0.97503	0.97521	1.0	18539	0	-0.54913
HOXA9	4	0.090637	0.1973	0.971734	3810	3	-0.73489	0.86835	0.86827	1.0	16340	0	-0.73489
YTHDF1	4	0.090637	0.1973	0.971734	3811	3	-0.79355	0.94779	0.94784	1.0	17965	0	-0.79355
SFXN3	4	0.090637	0.1973	0.971734	3812	3	-0.66641	0.6256	0.62571	1.0	11542	1	-0.66641
NCF4	4	0.09066	0.19734	0.971734	3813	2	-0.48289	0.14971	0.24046	1.0	4406	1	-0.48289
FBN1	4	0.09066	0.19734	0.971734	3814	2	-0.59144	0.19425	0.29858	1.0	5435	1	-0.59144
NPHS2	4	0.09066	0.19734	0.971734	3815	1	0.50082	0.089981	0.16158	0.937614	3154	2	0.50082
MRPL35	4	0.09066	0.19734	0.971734	3816	2	0.17112	0.089981	0.16158	0.937614	3195	2	0.17112
GCN1L1	4	0.09066	0.19734	0.971734	3817	1	0.57425	0.099283	0.17387	0.963751	3367	2	0.57425
SLC5A1	4	0.09066	0.19734	0.971734	3818	1	0.22469	0.76522	0.76493	1.0	14367	0	0.22469
SLC4A9	4	0.09066	0.19734	0.971734	3819	1	0.022246	0.83872	0.83862	1.0	15774	0	0.022246
MRPS35	4	0.09066	0.19734	0.971734	3820	1	-0.56698	0.4387	0.47078	1.0	8672	1	-0.56698
PGC	4	0.090667	0.19735	0.971734	3821	2	-0.63319	0.67858	0.67847	1.0	12662	0	-0.63319
PPP1R9B	4	0.090692	0.1974	0.971734	3822	2	-0.77507	0.97766	0.97784	1.0	18599	0	-0.77507
SMPDL3A	4	0.090695	0.19741	0.971734	3823	3	-0.55056	0.9376	0.9377	1.0	17766	0	-0.55056
TBPL2	4	0.090785	0.19758	0.972305	3824	3	-0.74855	0.98407	0.98406	1.0	18741	0	-0.74855
HEATR5A	4	0.090821	0.19764	0.972332	3825	2	-0.24013	0.29326	0.37556	1.0	6877	1	-0.24013
PRICKLE2	4	0.090845	0.19769	0.972332	3826	2	-0.47959	0.83976	0.83967	1.0	15800	0	-0.47959
MANBAL	4	0.090959	0.1979	0.972476	3827	2	-0.3832	0.54882	0.55602	1.0	10146	1	-0.3832
CCNB3	4	0.090975	0.19793	0.972476	3828	3	-0.75438	0.88934	0.88931	1.0	16751	0	-0.75438
CRISPLD1	4	0.091028	0.19804	0.972476	3829	3	-0.50495	0.79795	0.79792	1.0	15015	0	-0.50495
UGT2A2	3	0.091138	0.16388	0.971423	3830	1	-0.09784	0.53857	0.53882	1.0	9961	0	-0.09784
ABCD3	4	0.091157	0.19831	0.972476	3831	1	0.64049	0.18188	0.28254	1.0	5138	2	0.64049
EMC2	4	0.091207	0.1984	0.972476	3832	2	-0.20435	0.77378	0.77354	1.0	14544	0	-0.20435
ATP2B4	4	0.091218	0.19843	0.972476	3833	2	-0.22851	0.14658	0.23638	1.0	4354	1	-0.22851
SSX2	4	0.091257	0.1985	0.972476	3834	2	-0.17611	0.84579	0.84568	1.0	15915	0	-0.17611
MAP4K4	4	0.091266	0.19851	0.972476	3835	3	-0.79964	0.94469	0.94474	1.0	17896	0	-0.79964
OR5I1	4	0.091348	0.19866	0.972476	3836	2	-0.69128	0.72433	0.72414	1.0	13533	0	-0.69128
NOL4	4	0.091356	0.19867	0.972476	3837	2	0.056691	0.61258	0.61315	1.0	11281	1	0.056691
IFNAR1	4	0.091396	0.19875	0.972476	3838	2	-0.50151	0.18158	0.28214	1.0	5131	1	-0.50151
SIK3	4	0.091426	0.19879	0.972476	3839	3	-0.6753	0.85041	0.85031	1.0	16009	0	-0.6753
L3MBTL4	4	0.091452	0.19885	0.972476	3840	3	-0.60528	0.34205	0.40574	1.0	7476	1	-0.60528
SOGA3	4	0.091469	0.19888	0.972476	3841	2	-0.35299	0.35129	0.41161	1.0	7576	1	-0.35299
KIAA2012	4	0.091505	0.19894	0.972476	3842	2	-0.60382	0.86285	0.86277	1.0	16235	0	-0.60382
COL22A1	4	0.091505	0.19894	0.972476	3843	3	-0.67783	0.81762	0.81758	1.0	15351	0	-0.67783
IL10RB	4	0.09151	0.19896	0.972476	3844	2	-0.51938	0.9232	0.92338	1.0	17474	0	-0.51938
VIP	4	0.091537	0.19901	0.972476	3845	3	-0.7179	0.77659	0.77635	1.0	14599	0	-0.7179
FAM47E	4	0.091537	0.19901	0.972476	3846	3	-0.77511	0.96763	0.96769	1.0	18375	0	-0.77511
HYI	4	0.091604	0.19912	0.972476	3847	1	0.42617	0.18013	0.2802	1.0	5095	2	0.42617
AGBL3	4	0.091633	0.19919	0.972476	3848	3	-0.76118	0.32544	0.39524	1.0	7261	1	-0.76118
OLR1	4	0.091654	0.19922	0.972476	3849	3	-0.54856	0.8972	0.89714	1.0	16911	0	-0.54856
DUS2	4	0.091679	0.19928	0.972476	3850	1	1.7681	0.0043869	0.013702	0.499566	504	3	1.7681
WTIP	4	0.091679	0.19928	0.972476	3851	2	-0.44202	0.30251	0.38114	1.0	7005	1	-0.44202
FOXI2	4	0.091696	0.19932	0.972476	3852	3	-0.64086	0.94311	0.94321	1.0	17859	0	-0.64086
DLG1	4	0.091713	0.19935	0.972476	3853	2	0.019886	0.18726	0.28949	1.0	5277	2	0.019886
ETV7	4	0.091739	0.19939	0.972476	3854	3	-0.82273	0.98797	0.98798	1.0	18820	0	-0.82273
PLCD3	4	0.091753	0.19941	0.972476	3855	2	-0.42257	0.32322	0.39383	1.0	7237	1	-0.42257
TMPRSS11E	4	0.091762	0.19943	0.972476	3856	2	-0.25228	0.031409	0.076752	0.83271	1713	1	-0.25228
UNC13C	4	0.091792	0.19948	0.972476	3857	3	-0.78923	0.97082	0.97091	1.0	18443	0	-0.78923
NPAS3	4	0.091794	0.19949	0.972476	3858	2	-0.41291	0.60228	0.60348	1.0	11077	1	-0.41291
C20orf197	4	0.091803	0.1995	0.972476	3859	1	0.7892	0.028383	0.069942	0.817556	1589	1	0.7892
CENPU	4	0.091915	0.19971	0.972737	3860	3	-0.75918	0.20614	0.31406	1.0	5675	1	-0.75918
KNG1	4	0.091973	0.1998	0.972737	3861	2	-0.099573	0.53137	0.54156	1.0	9840	1	-0.099573
NR2E3	4	0.092002	0.19986	0.972737	3862	2	-0.44418	0.63921	0.63907	1.0	11845	1	-0.44418
E2F3	4	0.092002	0.19986	0.972737	3863	2	-0.54348	0.81197	0.81191	1.0	15251	0	-0.54348
DHRS13	4	0.092085	0.20003	0.972737	3864	3	-0.52475	0.6981	0.69791	1.0	13020	0	-0.52475
HEATR5B	4	0.092085	0.20003	0.972737	3865	3	-0.57188	0.92856	0.92873	1.0	17588	0	-0.57188
CEP295	4	0.092126	0.20011	0.972737	3866	1	0.4274	0.050496	0.10829	0.891496	2247	1	0.4274
GJB5	4	0.092126	0.20011	0.972737	3867	2	-0.35352	0.071322	0.13657	0.918339	2771	1	-0.35352
SMYD2	4	0.0922	0.20025	0.973088	3868	1	0.087582	0.88671	0.88667	1.0	16688	0	0.087582
C3orf33	4	0.092224	0.20029	0.973088	3869	3	-0.58445	0.67623	0.67611	1.0	12620	0	-0.58445
SOX10	4	0.09225	0.20034	0.973088	3870	2	-0.76304	0.51842	0.53109	1.0	9625	1	-0.76304
DMTF1	4	0.092288	0.2004	0.973133	3871	3	-0.7425	0.9677	0.96775	1.0	18377	0	-0.7425
DYNLT3	4	0.092331	0.20049	0.973313	3872	2	-0.62595	0.80725	0.80719	1.0	15154	0	-0.62595
MAP1LC3B2	4	0.09238	0.20058	0.973506	3873	2	0.031902	0.17138	0.26896	1.0	4897	2	0.031902
CXorf67	4	0.092473	0.20075	0.973722	3874	1	-0.21945	0.92246	0.92262	1.0	17456	0	-0.21945
TXNDC15	4	0.092512	0.20082	0.973722	3875	3	-0.50453	0.97888	0.97902	1.0	18623	0	-0.50453
BDH1	4	0.092518	0.20083	0.973722	3876	2	-0.59204	0.93795	0.93802	1.0	17770	0	-0.59204
KIAA0141	4	0.092518	0.20083	0.973722	3877	2	-0.60912	0.4079	0.44929	1.0	8354	1	-0.60912
C1orf167	4	0.092571	0.20093	0.973743	3878	3	-0.55956	0.80704	0.80699	1.0	15151	0	-0.55956
NPIPB3	4	0.092597	0.20098	0.973743	3879	1	0.37462	0.089981	0.16158	0.937614	3209	2	0.37462
FAHD2B	4	0.092608	0.201	0.973743	3880	3	-0.53825	0.8912	0.89117	1.0	16786	0	-0.53825
SYT16	4	0.092672	0.20111	0.973743	3881	1	-0.34013	0.96084	0.96085	1.0	18236	0	-0.34013
ATP2C1	4	0.092672	0.20111	0.973743	3882	1	0.54828	0.14007	0.22784	1.0	4218	2	0.54828
SNN	4	0.092722	0.20121	0.973743	3883	2	-0.53648	0.5353	0.54476	1.0	9899	1	-0.53648
GPC4	4	0.092746	0.20126	0.973743	3884	2	-0.35955	0.95129	0.95134	1.0	18043	0	-0.35955
ADRB3	4	0.092771	0.20131	0.973743	3885	2	-0.33885	0.79197	0.79188	1.0	14904	0	-0.33885
CRX	4	0.092779	0.20133	0.973743	3886	3	-0.80554	0.29254	0.3751	1.0	6872	1	-0.80554
MYH3	4	0.092806	0.20138	0.973743	3887	3	-0.59015	0.96081	0.96083	1.0	18235	0	-0.59015
KIAA0408	4	0.092836	0.20143	0.973743	3888	2	-0.55687	0.42165	0.45882	1.0	8540	1	-0.55687
SLC2A6	4	0.092853	0.20146	0.973743	3889	2	-0.63056	0.95376	0.95379	1.0	18095	0	-0.63056
ZNF70	4	0.09287	0.20149	0.973743	3890	2	-0.5608	0.85522	0.85513	1.0	16099	0	-0.5608
ARFGAP3	4	0.092988	0.20171	0.974132	3891	3	-0.61164	0.94438	0.94446	1.0	17888	0	-0.61164
S100A3	4	0.093031	0.2018	0.974132	3892	3	-0.62762	0.97554	0.97573	1.0	18550	0	-0.62762
HIST1H4H	4	0.093044	0.20181	0.974132	3893	1	0.057818	0.38097	0.431	1.0	7963	1	0.057818
SF3A2	3	0.093053	0.16653	0.971423	3894	1	0.12194	0.35152	0.37169	1.0	7580	1	0.12194
DCTN2	4	0.093069	0.20186	0.974132	3895	3	-0.55401	0.076261	0.1432	0.921077	2904	1	-0.55401
C16orf54	4	0.093069	0.20186	0.974132	3896	3	-0.71282	0.98956	0.98953	1.0	18847	0	-0.71282
TPPP2	4	0.093098	0.20192	0.974132	3897	2	-0.7238	0.7453	0.74495	1.0	13974	0	-0.7238
PSD2	4	0.093118	0.20194	0.974132	3898	2	-0.75952	0.96147	0.96147	1.0	18255	0	-0.75952
KRTAP9-6	4	0.093139	0.20198	0.974132	3899	2	-0.67382	0.79739	0.79732	1.0	15002	0	-0.67382
MYL2	4	0.093187	0.20207	0.974323	3900	3	-0.56796	0.845	0.84488	1.0	15898	0	-0.56796
USP6NL	4	0.093289	0.20226	0.974335	3901	3	-0.64322	0.1453	0.23473	1.0	4330	1	-0.64322
HMX1	4	0.093292	0.20226	0.974335	3902	1	0.51709	0.18356	0.28471	1.0	5187	2	0.51709
FOXD4L3	3	0.09339	0.16702	0.971423	3903	1	0.64995	0.4467	0.45208	1.0	8713	1	0.64995
ADAM2	4	0.093391	0.20246	0.974335	3904	2	-0.17833	0.627	0.62702	1.0	11572	1	-0.17833
DCAF10	4	0.093423	0.20251	0.974335	3905	3	-0.73181	0.77415	0.7739	1.0	14553	0	-0.73181
FAM25A	4	0.093441	0.20254	0.974335	3906	2	-0.43957	0.93932	0.93943	1.0	17796	0	-0.43957
TMEM14C	4	0.09349	0.20263	0.974335	3907	1	-0.16706	0.54003	0.54874	1.0	9986	1	-0.16706
TBC1D15	4	0.093498	0.20264	0.974335	3908	2	-0.77689	0.98748	0.98747	1.0	18807	0	-0.77689
DOCK1	4	0.093498	0.20264	0.974335	3909	2	-0.43255	0.75604	0.75587	1.0	14175	0	-0.43255
EML2	4	0.09354	0.20272	0.974335	3910	1	-0.18814	0.56134	0.56673	1.0	10359	1	-0.18814
COX5A	4	0.093589	0.20281	0.974335	3911	2	-0.30886	0.79361	0.79355	1.0	14926	0	-0.30886
MAS1L	4	0.093611	0.20285	0.974335	3912	3	-0.55894	0.6997	0.6995	1.0	13060	0	-0.55894
ABI3BP	4	0.093629	0.20289	0.974335	3913	2	-0.7074	0.80555	0.80549	1.0	15122	0	-0.7074
FER	4	0.093629	0.20289	0.974335	3914	2	-0.42863	0.84741	0.8473	1.0	15950	0	-0.42863
SLC5A11	4	0.093639	0.20291	0.974335	3915	1	0.57132	0.46646	0.49104	1.0	8985	1	0.57132
TST	4	0.093671	0.20297	0.974335	3916	3	-0.62844	0.96497	0.96502	1.0	18327	0	-0.62844
ST6GAL1	4	0.093714	0.20305	0.974335	3917	3	-0.69619	0.82763	0.82762	1.0	15541	0	-0.69619
PLB1	4	0.093736	0.20309	0.974335	3918	2	-0.56561	0.55789	0.56376	1.0	10305	1	-0.56561
CXCL14	4	0.093763	0.20314	0.974335	3919	2	-0.21631	0.769	0.7688	1.0	14450	0	-0.21631
KCNN3	4	0.093763	0.20314	0.974335	3920	2	0.018023	0.21711	0.32835	1.0	5913	2	0.018023
DNAJC10	4	0.093867	0.20333	0.974335	3921	2	-0.65416	0.26164	0.35693	1.0	6478	1	-0.65416
TRPS1	4	0.093887	0.20337	0.974335	3922	2	-0.55698	0.222	0.33427	1.0	6009	1	-0.55698
ESRP2	4	0.093891	0.20337	0.974335	3923	2	-0.45471	0.88971	0.88967	1.0	16760	0	-0.45471
IDI1	4	0.093965	0.20352	0.974335	3924	2	-0.20486	0.076261	0.1432	0.921077	2902	1	-0.20486
ATP8A2	4	0.094005	0.2036	0.974335	3925	3	-0.76908	0.29568	0.37699	1.0	6907	1	-0.76908
MRGPRF	4	0.094026	0.20364	0.974335	3926	3	-0.51144	0.69498	0.6948	1.0	12967	0	-0.51144
CSTF1	4	0.094035	0.20365	0.974335	3927	1	0.36552	0.089981	0.16158	0.937614	3159	2	0.36552
YOD1	4	0.094035	0.20365	0.974335	3928	1	-0.11273	0.25524	0.35326	1.0	6417	1	-0.11273
HECA	4	0.094047	0.20367	0.974335	3929	2	-0.45311	0.24357	0.34644	1.0	6254	1	-0.45311
FAM89A	4	0.094047	0.20367	0.974335	3930	2	-0.15003	0.54183	0.55022	1.0	10020	1	-0.15003
TOMM5	4	0.094129	0.20382	0.974335	3931	2	-0.24758	0.28823	0.37254	1.0	6819	1	-0.24758
SNX7	4	0.094145	0.20386	0.974335	3932	3	-0.6189	0.98195	0.98198	1.0	18696	0	-0.6189
HID1	4	0.094193	0.20395	0.974335	3933	3	-0.5326	0.98882	0.98881	1.0	18839	0	-0.5326
SLC25A39	4	0.094237	0.20402	0.974335	3934	3	-0.57494	0.98114	0.98116	1.0	18681	0	-0.57494
OCM2	4	0.09426	0.20406	0.974335	3935	2	-0.41631	0.70802	0.70771	1.0	13232	0	-0.41631
FKBP15	4	0.094277	0.20409	0.974335	3936	2	-0.3631	0.10514	0.18162	0.972766	3491	1	-0.3631
C12orf80	4	0.094285	0.20411	0.974335	3937	3	-0.7426	0.98802	0.98803	1.0	18821	0	-0.7426
SLC35G3	4	0.094351	0.20423	0.974335	3938	2	-0.3375	0.27816	0.36659	1.0	6658	1	-0.3375
PDE2A	4	0.094358	0.20424	0.974335	3939	2	-0.46689	0.38476	0.43359	1.0	8008	1	-0.46689
KNTC1	4	0.094358	0.20424	0.974335	3940	1	1.1697	0.0079316	0.022385	0.578498	704	2	1.1697
UGT1A9	4	0.094432	0.20438	0.974335	3941	2	-0.26312	0.54141	0.54987	1.0	10013	1	-0.26312
MUM1	4	0.094466	0.20445	0.974335	3942	2	-0.343	0.82847	0.82845	1.0	15567	0	-0.343
MAB21L1	4	0.09449	0.20449	0.974335	3943	2	-0.15213	0.36206	0.41863	1.0	7746	1	-0.15213
BNIPL	4	0.094506	0.20452	0.974335	3944	2	0.23606	0.0035981	0.011745	0.482019	455	2	0.23606
MAGI3	4	0.094518	0.20455	0.974335	3945	3	-0.60838	0.97396	0.9741	1.0	18507	0	-0.60838
PBX2	4	0.094529	0.20458	0.974335	3946	3	-0.58124	0.79017	0.79006	1.0	14857	0	-0.58124
BTNL10	4	0.094561	0.20463	0.974335	3947	3	-0.67758	0.26448	0.35857	1.0	6498	1	-0.67758
KLK6	4	0.094614	0.20473	0.974335	3948	2	-0.17061	0.70809	0.70778	1.0	13235	0	-0.17061
SLCO4A1	4	0.09463	0.20476	0.974335	3949	2	0.48682	0.053927	0.11301	0.8927	2330	2	0.48682
R3HDM1	4	0.094631	0.20477	0.974335	3950	3	-0.56098	0.49632	0.51373	1.0	9261	1	-0.56098
PAIP2B	4	0.09468	0.20485	0.974335	3951	1	-0.043421	0.88059	0.88059	1.0	16564	0	-0.043421
APOBEC3B	4	0.094729	0.20494	0.974335	3952	1	0.30328	0.75223	0.75204	1.0	14114	0	0.30328
SSX2B	4	0.094734	0.20494	0.974335	3953	3	-0.54663	0.97206	0.9722	1.0	18477	0	-0.54663
HAX1	4	0.09477	0.20502	0.974335	3954	2	-0.36475	0.76586	0.76559	1.0	14387	0	-0.36475
TDP2	4	0.09477	0.20502	0.974335	3955	2	-0.2093	0.26516	0.35894	1.0	6505	1	-0.2093
GTSE1	4	0.09477	0.20502	0.974335	3956	2	-0.71636	0.070084	0.13493	0.918339	2728	1	-0.71636
GPR151	4	0.09481	0.20509	0.974335	3957	3	-0.61041	0.017314	0.04487	0.698688	1135	1	-0.61041
FGF8	4	0.094828	0.20513	0.974335	3958	2	-0.29495	0.75365	0.75347	1.0	14138	0	-0.29495
BLNK	4	0.094852	0.20517	0.974335	3959	2	-0.54914	0.63426	0.63414	1.0	11727	1	-0.54914
HHAT	4	0.094893	0.20524	0.974335	3960	2	-0.46426	0.8267	0.82668	1.0	15522	0	-0.46426
GSK3A	4	0.094893	0.20524	0.974335	3961	2	-0.78718	0.75513	0.75496	1.0	14160	0	-0.78718
EXO5	4	0.094952	0.20535	0.97445	3962	2	-0.57471	0.68994	0.68978	1.0	12877	0	-0.57471
C8orf34	4	0.095026	0.20547	0.97445	3963	2	-0.65654	0.90263	0.90266	1.0	17020	0	-0.65654
GIPC2	4	0.095027	0.20547	0.97445	3964	3	-0.739	0.9773	0.9775	1.0	18594	0	-0.739
SLC29A2	4	0.09506	0.20552	0.97445	3965	3	-0.55946	0.1237	0.20622	1.0	3819	1	-0.55946
RGL1	4	0.095099	0.2056	0.97445	3966	2	-0.49965	0.3448	0.40749	1.0	7502	1	-0.49965
ETFA	4	0.095175	0.20575	0.97445	3967	2	-0.43368	0.86489	0.86481	1.0	16282	0	-0.43368
MAPK15	4	0.095212	0.20581	0.97445	3968	3	-0.76387	0.95864	0.95865	1.0	18191	0	-0.76387
NTM	4	0.095247	0.20587	0.97445	3969	2	-0.75086	0.788	0.78788	1.0	14809	0	-0.75086
OR7A17	4	0.095255	0.20589	0.97445	3970	3	-0.6779	0.17801	0.27751	1.0	5039	1	-0.6779
SLC15A4	4	0.095299	0.20596	0.97445	3971	3	-0.66656	0.97966	0.97978	1.0	18642	0	-0.66656
TUBA4A	4	0.095353	0.20606	0.97445	3972	3	-0.50391	0.9874	0.98737	1.0	18806	0	-0.50391
BAZ1B	4	0.095398	0.20613	0.97445	3973	2	-0.39211	0.76444	0.76417	1.0	14346	0	-0.39211
GABRA4	4	0.095398	0.20613	0.97445	3974	2	0.086428	0.17217	0.27	1.0	4920	2	0.086428
PMPCB	4	0.095398	0.20613	0.97445	3975	1	1.1437	0.024875	0.062112	0.787079	1464	2	1.1437
SMAD1	4	0.095398	0.20613	0.97445	3976	2	-0.63	0.62273	0.62287	1.0	11487	1	-0.63
ASCC3	4	0.095398	0.20613	0.97445	3977	1	0.73599	0.050496	0.10829	0.891496	2249	2	0.73599
ASB18	4	0.095494	0.20632	0.975072	3978	3	-0.50078	0.31928	0.3915	1.0	7196	1	-0.50078
SAMD7	4	0.095533	0.2064	0.975125	3979	3	-0.50516	0.9678	0.96786	1.0	18382	0	-0.50516
NPM2	4	0.095621	0.20656	0.975125	3980	2	0.1964	0.19855	0.30413	1.0	5536	2	0.1964
GPR63	4	0.09567	0.20664	0.975125	3981	1	0.40324	0.18469	0.28621	1.0	5219	2	0.40324
LPAR4	4	0.095759	0.20681	0.975125	3982	2	-0.23768	0.40671	0.44851	1.0	8330	1	-0.23768
DCHS1	4	0.09581	0.20689	0.975125	3983	3	-0.62724	0.37289	0.42574	1.0	7883	1	-0.62724
CEMIP	4	0.095874	0.20701	0.975125	3984	2	-0.27718	0.68115	0.68107	1.0	12712	0	-0.27718
CNTN6	4	0.095909	0.20707	0.975125	3985	3	-0.71945	0.58586	0.58851	1.0	10814	1	-0.71945
CDC25C	4	0.095917	0.20709	0.975125	3986	2	-0.60331	0.90093	0.90089	1.0	16991	0	-0.60331
PTPRB	4	0.095917	0.20709	0.975125	3987	1	-0.10711	0.90638	0.90638	1.0	17107	0	-0.10711
ACY1	4	0.096016	0.20728	0.975125	3988	1	0.19039	0.7609	0.76066	1.0	14281	0	0.19039
TCEA2	4	0.096029	0.2073	0.975125	3989	3	-0.50676	0.98258	0.9826	1.0	18706	0	-0.50676
ZNF22	4	0.096066	0.20737	0.975125	3990	1	1.3347	0.038294	0.091741	0.867455	1940	2	1.3347
OR6S1	4	0.096078	0.20739	0.975125	3991	3	-0.68893	0.97905	0.97917	1.0	18625	0	-0.68893
TXN	3	0.096088	0.17072	0.971423	3992	1	0.96319	0.04936	0.09066	0.862924	2212	2	0.96319
ATP6V1G3	4	0.096193	0.20759	0.975125	3993	3	-0.56677	0.9846	0.98459	1.0	18754	0	-0.56677
RSAD2	4	0.096214	0.20764	0.975125	3994	2	-0.783	0.59961	0.60102	1.0	11031	1	-0.783
ERCC6-PGBD3	4	0.096214	0.20764	0.975125	3995	2	-0.38718	0.74466	0.74432	1.0	13957	0	-0.38718
BPIFB3	4	0.096225	0.20766	0.975125	3996	3	-0.5271	0.98731	0.98727	1.0	18805	0	-0.5271
ZNF197	4	0.096291	0.20778	0.975125	3997	3	-0.61493	0.80867	0.80858	1.0	15184	0	-0.61493
FBXO43	4	0.096363	0.20791	0.975125	3998	2	-0.47999	0.51427	0.52774	1.0	9555	1	-0.47999
AHCYL1	4	0.096387	0.20796	0.975125	3999	2	-0.62868	0.95957	0.9596	1.0	18209	0	-0.62868
HSD17B4	4	0.096404	0.20799	0.975125	4000	2	-0.47809	0.74751	0.74719	1.0	14022	0	-0.47809
TEX28	4	0.096412	0.208	0.975125	4001	1	0.30826	0.28252	0.36921	1.0	6748	1	0.30826
SRPK1	4	0.096437	0.20805	0.975125	4002	2	-0.43898	0.8644	0.86432	1.0	16271	0	-0.43898
MARCHF8	4	0.096462	0.20809	0.975125	4003	1	-0.30635	0.91978	0.91989	1.0	17397	0	-0.30635
