id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
MAEA	4	0.059889	0.14346	0.930594	2943	3	-1.1526	0.95818	0.95813	1.0	17251	0	-1.1526
ETFDH	4	0.059911	0.14351	0.930594	2944	2	-0.081615	0.1405	0.28578	0.964936	5643	2	-0.081615
SFT2D2	4	0.059953	0.14357	0.930594	2945	3	-1.0312	0.83816	0.83907	1.0	15096	1	-1.0312
IFIT3	4	0.059961	0.14358	0.930594	2946	1	-0.15459	0.4632	0.61187	1.0	11162	1	-0.15459
LOC101929983	4	0.059998	0.14365	0.930695	2947	3	-1.1996	0.93799	0.93795	1.0	16865	0	-1.1996
LIMS3L	4	0.060054	0.14376	0.930775	2948	3	-1.4885	0.97271	0.97267	1.0	17562	0	-1.4885
CSNK1A1	3	0.060062	0.13859	0.919989	2949	2	-2.0562	0.28962	0.42475	1.0	8358	1	-2.0562
MMS22L	4	0.060094	0.14384	0.930862	2950	3	-1.7262	0.76572	0.78399	1.0	14065	1	-1.7262
FAM195A	4	0.06011	0.14387	0.930862	2951	3	-1.3872	0.96834	0.96829	1.0	17481	0	-1.3872
SMURF1	4	0.060159	0.14397	0.930872	2952	1	0.16396	0.86863	0.8682	1.0	15599	0	0.16396
UBR2	4	0.060167	0.14398	0.930872	2953	3	-1.2361	0.65777	0.72169	1.0	12992	1	-1.2361
HMGCL	4	0.060187	0.14402	0.930872	2954	3	-0.88976	0.97793	0.97798	1.0	17704	0	-0.88976
MMRN1	4	0.060228	0.14409	0.931023	2955	2	0.036949	0.072558	0.16804	0.905277	3540	2	0.036949
GFM2	4	0.060258	0.14414	0.931023	2956	3	-1.2862	0.93448	0.93434	1.0	16811	0	-1.2862
STRA6	4	0.060288	0.1442	0.93111	2957	2	0.28677	0.070372	0.16406	0.904166	3460	2	0.28677
KLF8	4	0.060365	0.14434	0.931718	2958	3	-1.1301	0.031888	0.090751	0.844143	2044	1	-1.1301
MGLL	4	0.060601	0.14476	0.933854	2959	3	-1.1598	0.43537	0.58525	1.0	10713	1	-1.1598
KDM3A	4	0.060609	0.14478	0.933854	2960	2	-0.95837	0.90311	0.90277	1.0	16242	0	-0.95837
SPRR1A	4	0.060633	0.14483	0.933854	2961	3	-1.1626	0.975	0.97496	1.0	17624	0	-1.1626
SOX14	4	0.060657	0.14487	0.933854	2962	3	-1.1059	0.82729	0.82979	1.0	14940	1	-1.1059
C1GALT1C1L	4	0.060784	0.14511	0.935088	2963	3	-1.0165	0.27124	0.42885	1.0	8087	1	-1.0165
ANKRD46	4	0.060865	0.14527	0.935672	2964	2	-0.71153	0.43876	0.58848	1.0	10767	2	-0.71153
FAM159A	4	0.060918	0.14538	0.935857	2965	2	-0.74508	0.1263	0.26203	0.957819	5220	1	-0.74508
EIF3CL	4	0.061162	0.14583	0.938153	2966	3	-1.8722	0.94363	0.94354	1.0	16976	0	-1.8722
PNO1	4	0.061194	0.14588	0.938153	2967	2	-1.0506	0.46851	0.61694	1.0	11249	2	-1.0506
RTN4R	4	0.061199	0.14589	0.938153	2968	3	-0.90577	0.87463	0.87419	1.0	15696	0	-0.90577
HSPB1	4	0.061223	0.14593	0.938153	2969	3	-1.168	0.45974	0.6086	1.0	11111	1	-1.168
MAGT1	4	0.061249	0.14599	0.938153	2970	1	1.0986	0.14625	0.29517	0.967727	5818	2	1.0986
MRPS14	4	0.061268	0.14603	0.938153	2971	2	-1.4521	0.41658	0.56725	1.0	10403	1	-1.4521
ZFP36	4	0.061297	0.14608	0.938187	2972	3	-1.3566	0.64215	0.71403	1.0	12861	1	-1.3566
UBE2V1	4	0.061447	0.14636	0.939648	2973	2	0.35814	0.18707	0.34945	0.982155	6780	2	0.35814
TNFRSF8	4	0.061491	0.14646	0.939719	2974	2	0.31139	0.067215	0.1582	0.898958	3358	2	0.31139
TSPAN4	4	0.061506	0.14649	0.939719	2975	3	-0.89903	0.92735	0.92713	1.0	16669	0	-0.89903
DTD2	4	0.061522	0.14652	0.939719	2976	3	-0.99163	0.72692	0.75941	1.0	13648	1	-0.99163
LRRC23	4	0.061565	0.1466	0.939945	2977	2	-0.064222	0.21639	0.37725	0.995884	7220	2	-0.064222
SLC47A2	4	0.061616	0.14669	0.940214	2978	3	-1.1279	0.37896	0.53124	1.0	9806	1	-1.1279
SGK494	4	0.061686	0.14682	0.940699	2979	3	-1.0014	0.84879	0.84874	1.0	15257	1	-1.0014
SCAF4	4	0.061768	0.14696	0.941316	2980	3	-1.4236	0.82043	0.82419	1.0	14825	1	-1.4236
CDK9	2	0.061826	0.10902	0.814912	2981	2	-3.0821	0.92381	0.92363	1.0	16616	0	-3.0821
ABHD4	4	0.061843	0.14712	0.941989	2982	1	1.493	0.012035	0.039873	0.778812	974	2	1.493
DFNB59	4	0.061883	0.1472	0.942214	2983	3	-1.0766	0.031786	0.090564	0.844143	2041	1	-1.0766
F11R	4	0.062106	0.14763	0.944653	2984	2	-0.92507	0.64282	0.71435	1.0	12865	1	-0.92507
BTBD3	4	0.062239	0.14786	0.945372	2985	2	-0.53883	0.46917	0.61758	1.0	11262	1	-0.53883
ARHGEF15	4	0.062311	0.148	0.945372	2986	3	-1.013	0.70302	0.74557	1.0	13402	1	-1.013
TMEM132E	4	0.062343	0.14807	0.945372	2987	3	-1.181	0.48627	0.63394	1.0	11541	1	-1.181
GALNT13	4	0.062343	0.14807	0.945372	2988	3	-1.1625	0.071681	0.16645	0.905277	3507	1	-1.1625
PI4KA	4	0.062388	0.14815	0.945372	2989	2	-0.048092	0.48384	0.63161	1.0	11499	1	-0.048092
ERC2	4	0.062398	0.14816	0.945372	2990	3	-1.3887	0.048781	0.12351	0.870241	2701	1	-1.3887
TBC1D10C	4	0.062445	0.14825	0.945372	2991	3	-0.97732	0.44309	0.59263	1.0	10832	1	-0.97732
LY6G6C	4	0.06246	0.14827	0.945372	2992	3	-0.79072	0.88824	0.88791	1.0	15967	0	-0.79072
BCAS1	4	0.062499	0.14834	0.945372	2993	2	-0.63804	0.4625	0.61121	1.0	11155	2	-0.63804
MTRNR2L8	4	0.062513	0.14836	0.945372	2994	3	-1.2959	0.93013	0.92991	1.0	16725	0	-1.2959
DAP	4	0.062554	0.14844	0.945372	2995	2	-0.16763	0.12258	0.25577	0.95435	5111	2	-0.16763
CLASP2	4	0.062559	0.14844	0.945372	2996	3	-1.4593	0.061942	0.14841	0.891066	3177	1	-1.4593
USP17L26	4	0.062559	0.14844	0.945372	2997	3	-2.1222	0.91401	0.91381	1.0	16432	0	-2.1222
TRAM1	4	0.062586	0.14849	0.945372	2998	3	-0.81633	0.77188	0.78822	1.0	14149	1	-0.81633
OR6N1	4	0.062595	0.14851	0.945372	2999	3	-1.2093	0.42801	0.57825	1.0	10594	1	-1.2093
SUMO4	4	0.062608	0.14854	0.945372	3000	3	-1.213	0.70523	0.74681	1.0	13422	1	-1.213
CCDC114	4	0.062635	0.14858	0.945372	3001	2	-0.34217	0.73528	0.76447	1.0	13740	1	-0.34217
NRG3	4	0.062703	0.14872	0.945856	3002	2	-0.59312	0.46177	0.61052	1.0	11145	2	-0.59312
CA7	4	0.062725	0.14876	0.945856	3003	3	-1.0608	0.41596	0.56664	1.0	10390	1	-1.0608
GATA5	4	0.062783	0.14887	0.946027	3004	3	-0.83876	0.67602	0.73103	1.0	13163	1	-0.83876
BBS9	4	0.062795	0.14889	0.946027	3005	3	-1.1755	0.6788	0.73251	1.0	13188	1	-1.1755
TEKT2	4	0.062932	0.14915	0.947224	3006	1	0.47744	0.22577	0.38604	0.997634	7378	2	0.47744
KIAA1524	4	0.062945	0.14917	0.947224	3007	3	-1.5173	0.96288	0.96281	1.0	17365	0	-1.5173
ELF2	4	0.063003	0.14928	0.947406	3008	2	-1.1147	0.49811	0.64523	1.0	11725	1	-1.1147
YAE1D1	4	0.063056	0.14938	0.947406	3009	3	-1.285	0.93153	0.9313	1.0	16752	0	-1.285
LOC100144595	4	0.063056	0.14938	0.947406	3010	3	-1.27	0.80087	0.80894	1.0	14542	1	-1.27
PRKCG	4	0.063064	0.1494	0.947406	3011	3	-1.2198	0.50886	0.65549	1.0	11909	1	-1.2198
ADRB1	4	0.063098	0.14946	0.947492	3012	2	-0.44786	0.14621	0.29511	0.967727	5816	2	-0.44786
LOC101927572	4	0.063179	0.1496	0.948038	3013	3	-0.99261	0.96002	0.95993	1.0	17291	0	-0.99261
C1QTNF9B-AS1	4	0.063248	0.14974	0.948613	3014	3	-0.84203	0.94198	0.94191	1.0	16943	0	-0.84203
DVL3	4	0.063311	0.14985	0.94902	3015	3	-1.4074	0.5648	0.67901	1.0	12307	1	-1.4074
RBP2	4	0.063377	0.14998	0.949288	3016	2	-0.3517	0.41248	0.56333	1.0	10340	1	-0.3517
CBWD2	4	0.063412	0.15004	0.949288	3017	2	-1.3318	0.93813	0.9381	1.0	16867	0	-1.3318
RPL36A-HNRNPH2	4	0.063427	0.15007	0.949288	3018	2	-1.0206	0.84943	0.84932	1.0	15262	1	-1.0206
GEMIN5	4	0.06344	0.15009	0.949288	3019	2	-1.0161	0.4302	0.5804	1.0	10633	2	-1.0161
MCM4	3	0.063493	0.14306	0.930338	3020	2	-2.0501	0.49576	0.56721	1.0	11682	1	-2.0501
MYCL	4	0.063508	0.15023	0.949515	3021	2	-0.74125	0.30108	0.45704	1.0	8550	2	-0.74125
WNT9B	4	0.063525	0.15025	0.949515	3022	1	0.58746	0.15215	0.30472	0.970363	5986	2	0.58746
FRAT1	4	0.063536	0.15028	0.949515	3023	3	-1.1965	0.20966	0.37079	0.992829	7118	1	-1.1965
OR51G2	4	0.06359	0.15039	0.949898	3024	3	-1.5054	0.16338	0.32269	0.974682	6302	1	-1.5054
ZNF157	4	0.063619	0.15045	0.94996	3025	3	-1.0182	0.66985	0.72782	1.0	13101	1	-1.0182
MRPL54	4	0.063674	0.15054	0.950248	3026	3	-1.3906	0.89402	0.8937	1.0	16065	0	-1.3906
SPINT2	4	0.063799	0.15077	0.951366	3027	3	-1.2035	0.078416	0.1787	0.912887	3731	1	-1.2035
ISYNA1	4	0.06383	0.15083	0.951366	3028	2	-1.0308	0.4721	0.62037	1.0	11310	1	-1.0308
PKP1	4	0.06385	0.15087	0.951366	3029	3	-1.1036	0.95705	0.95699	1.0	17228	0	-1.1036
BRMS1	3	0.064	0.1437	0.930695	3030	2	-1.8509	0.93407	0.93422	1.0	16799	0	-1.8509
ANKRD50	4	0.064001	0.15116	0.952877	3031	2	-0.62325	0.86648	0.86604	1.0	15569	0	-0.62325
TMEM233	4	0.064046	0.15125	0.953141	3032	3	-1.0425	0.95595	0.95586	1.0	17208	0	-1.0425
MARCHF3	4	0.064151	0.15148	0.954246	3033	3	-1.1645	0.78795	0.79938	1.0	14365	1	-1.1645
SLC15A4	4	0.064202	0.15158	0.9544	3034	3	-1.1264	0.56083	0.67731	1.0	12274	1	-1.1264
TYW1	4	0.064218	0.1516	0.9544	3035	3	-0.76565	0.84481	0.84503	1.0	15192	1	-0.76565
FRRS1	4	0.064286	0.15173	0.954672	3036	3	-1.2769	0.2065	0.36782	0.99169	7069	1	-1.2769
B3GNT2	4	0.064292	0.15174	0.954672	3037	2	-0.96488	0.57912	0.68506	1.0	12405	1	-0.96488
NPIPA5	4	0.064366	0.15188	0.955198	3038	3	-1.8967	0.18038	0.34313	0.980245	6668	1	-1.8967
COG1	4	0.064412	0.15196	0.955389	3039	3	-0.95189	0.46632	0.61489	1.0	11215	1	-0.95189
NCOR1	4	0.064464	0.15206	0.955735	3040	2	-1.041	0.95805	0.95801	1.0	17244	0	-1.041
ARHGAP30	4	0.064496	0.15213	0.955838	3041	3	-1.3399	0.83148	0.83334	1.0	14993	1	-1.3399
SLAMF9	4	0.064537	0.15221	0.956031	3042	2	-1.1333	0.46123	0.61	1.0	11134	1	-1.1333
CCDC85B	4	0.064613	0.15235	0.956599	3043	2	-0.8623	0.87328	0.87287	1.0	15670	0	-0.8623
WSCD2	4	0.06469	0.1525	0.957198	3044	3	-1.0987	0.27085	0.42846	1.0	8078	1	-1.0987
RAB15	4	0.064743	0.1526	0.957479	3045	3	-1.3149	0.01346	0.044259	0.791723	1060	1	-1.3149
CCDC34	4	0.064791	0.15269	0.957479	3046	3	-1.0845	0.47416	0.62236	1.0	11346	1	-1.0845
SLC4A4	4	0.0648	0.15271	0.957479	3047	3	-0.80793	0.5793	0.68514	1.0	12406	1	-0.80793
DPH2	4	0.06486	0.15282	0.957479	3048	2	-1.0946	0.8002	0.80845	1.0	14531	1	-1.0946
ZNF251	4	0.064863	0.15283	0.957479	3049	3	-1.3504	0.75058	0.77411	1.0	13900	1	-1.3504
TAF11	4	0.064902	0.15291	0.957479	3050	2	-0.91935	0.389	0.54079	1.0	9968	1	-0.91935
SEL1L	4	0.064909	0.15292	0.957479	3051	3	-1.1804	0.8757	0.87526	1.0	15715	0	-1.1804
ARFGEF1	4	0.064923	0.15294	0.957479	3052	2	-1.1824	0.060184	0.14512	0.889304	3117	1	-1.1824
PTPN7	4	0.065003	0.15308	0.957922	3053	3	-1.249	0.87703	0.8766	1.0	15740	0	-1.249
RNMTL1	4	0.065019	0.15311	0.957922	3054	2	-1.7126	0.91112	0.9109	1.0	16384	0	-1.7126
SLC35C1	4	0.065075	0.15321	0.958227	3055	3	-0.89799	0.78798	0.79941	1.0	14366	1	-0.89799
HRNR	4	0.065198	0.15345	0.959003	3056	3	-1.0465	0.94478	0.94466	1.0	16998	0	-1.0465
SUCLG1	4	0.065206	0.15346	0.959003	3057	3	-1.5652	0.97584	0.9758	1.0	17654	0	-1.5652
SQLE	4	0.065223	0.15349	0.959003	3058	3	-1.0428	0.80546	0.81245	1.0	14603	1	-1.0428
MED28	3	0.065225	0.1453	0.935672	3059	2	-1.7064	0.62652	0.65116	1.0	12742	1	-1.7064
SNX33	4	0.065265	0.15357	0.959181	3060	3	-1.2886	0.23539	0.39513	1.0	7528	1	-1.2886
FTO	4	0.065338	0.1537	0.959696	3061	3	-1.116	0.47416	0.62236	1.0	11345	1	-1.116
ANKRD45	4	0.065393	0.1538	0.960042	3062	3	-0.88933	0.97308	0.97302	1.0	17579	0	-0.88933
GFRA3	4	0.065597	0.15416	0.961464	3063	3	-0.93637	0.36683	0.51964	1.0	9620	1	-0.93637
ZNF577	4	0.0656	0.15416	0.961464	3064	1	0.14971	0.24692	0.40591	1.0	7713	2	0.14971
NDUFA12	4	0.06561	0.15418	0.961464	3065	3	-1.529	0.93286	0.93266	1.0	16774	0	-1.529
OSBPL7	4	0.065669	0.15429	0.961682	3066	2	-1.0259	0.72775	0.75991	1.0	13655	1	-1.0259
CFAP97	4	0.065686	0.15432	0.961682	3067	3	-0.91518	0.95684	0.95678	1.0	17225	0	-0.91518
VSTM2A	4	0.06581	0.15454	0.96276	3068	3	-0.84343	0.79372	0.80359	1.0	14439	1	-0.84343
ATP1A4	4	0.065864	0.15463	0.962998	3069	2	-0.82301	0.884	0.88358	1.0	15884	0	-0.82301
HCAR1	4	0.065919	0.15474	0.96326	3070	3	-1.0566	0.82124	0.82484	1.0	14842	1	-1.0566
FBXO3	4	0.06594	0.15478	0.96326	3071	3	-1.2845	0.79322	0.80321	1.0	14433	1	-1.2845
OR52E8	4	0.065959	0.15482	0.96326	3072	3	-1.1358	0.9675	0.96744	1.0	17456	0	-1.1358
RFX5	4	0.066044	0.15499	0.963961	3073	1	-0.2461	0.23307	0.39292	0.999647	7497	1	-0.2461
SLC34A2	4	0.066126	0.15515	0.964529	3074	3	-0.97956	0.94565	0.94557	1.0	17011	0	-0.97956
ZXDC	4	0.066138	0.15518	0.964529	3075	3	-1.197	0.63464	0.7104	1.0	12800	1	-1.197
PADI1	4	0.066242	0.15536	0.964742	3076	1	0.22935	0.64947	0.71757	1.0	12935	1	0.22935
MRPS11	4	0.06628	0.15544	0.964742	3077	2	-1.3251	0.68269	0.73458	1.0	13226	1	-1.3251
URB2	4	0.066331	0.15552	0.964742	3078	3	-1.34	0.9353	0.93518	1.0	16826	0	-1.34
HAO2	4	0.06634	0.15554	0.964742	3079	3	-1.1854	0.84004	0.84069	1.0	15122	1	-1.1854
NPC2	4	0.06634	0.15554	0.964742	3080	1	0.20637	0.26246	0.42054	1.0	7964	2	0.20637
ENTHD2	4	0.06639	0.15564	0.964742	3081	2	-0.00083578	0.44681	0.59622	1.0	10883	2	-0.00083578
HIST1H4C	4	0.066434	0.15571	0.964742	3082	3	-1.097	0.6605	0.72304	1.0	13013	1	-1.097
CHMP5	4	0.066439	0.15572	0.964742	3083	1	0.81602	0.13748	0.2808	0.964426	5554	2	0.81602
ZSCAN20	4	0.06646	0.15576	0.964742	3084	3	-1.3099	0.67823	0.73219	1.0	13181	1	-1.3099
STARD7	4	0.06646	0.15576	0.964742	3085	3	-1.2381	0.9467	0.94665	1.0	17025	0	-1.2381
C10orf126	4	0.066461	0.15577	0.964742	3086	2	-0.086285	0.16351	0.32288	0.974682	6308	2	-0.086285
BNIPL	4	0.066636	0.15609	0.965439	3087	2	-1.2549	0.30668	0.46229	1.0	8630	1	-1.2549
CCL7	4	0.06664	0.15609	0.965439	3088	3	-0.91379	0.97668	0.97668	1.0	17673	0	-0.91379
OSGEP	4	0.066684	0.15618	0.965439	3089	2	-0.49768	0.14245	0.28893	0.964936	5708	2	-0.49768
POTEJ	4	0.066684	0.15618	0.965439	3090	2	-1.2022	0.88381	0.88339	1.0	15878	0	-1.2022
BRD4	4	0.066708	0.15623	0.965439	3091	3	-1.3745	0.36398	0.51687	1.0	9575	1	-1.3745
FLOT1	4	0.066708	0.15623	0.965439	3092	3	-0.97983	0.97677	0.97678	1.0	17676	0	-0.97983
PHYH	4	0.06671	0.15623	0.965439	3093	1	0.10231	0.58291	0.68672	1.0	12436	1	0.10231
NHLRC4	4	0.066812	0.15642	0.966292	3094	3	-1.0853	0.78986	0.80077	1.0	14397	1	-1.0853
LPAR3	4	0.066915	0.15662	0.967202	3095	3	-1.0389	0.35231	0.5058	1.0	9380	1	-1.0389
YIPF3	4	0.067001	0.15677	0.967565	3096	3	-0.9204	0.63986	0.71291	1.0	12836	1	-0.9204
GPR65	4	0.06708	0.15691	0.968026	3097	2	-0.43557	0.014231	0.046607	0.802529	1107	1	-0.43557
KLHL18	4	0.067129	0.157	0.968286	3098	1	0.78718	0.10645	0.22827	0.934846	4660	2	0.78718
LZTS1	4	0.067208	0.15716	0.96897	3099	3	-0.76422	0.62568	0.70622	1.0	12733	1	-0.76422
MCM10	4	0.067299	0.15732	0.969463	3100	2	-0.91793	0.61619	0.70174	1.0	12667	1	-0.91793
CILP2	4	0.067313	0.15735	0.969463	3101	2	-0.57329	0.74221	0.76876	1.0	13821	1	-0.57329
TYW3	4	0.067355	0.15742	0.969463	3102	3	-1.4719	0.66512	0.72539	1.0	13054	1	-1.4719
RWDD4	4	0.067381	0.15747	0.969463	3103	3	-1.2184	0.88108	0.8806	1.0	15824	0	-1.2184
TRPV6	4	0.06739	0.15749	0.969463	3104	2	-1.2782	0.18038	0.34313	0.980245	6672	1	-1.2782
OCLM	4	0.067467	0.15763	0.970018	3105	3	-1.1352	0.35	0.50358	1.0	9344	1	-1.1352
TRIM25	4	0.067498	0.1577	0.970085	3106	3	-1.0185	0.85971	0.85927	1.0	15449	1	-1.0185
ZCCHC9	4	0.067671	0.15802	0.971774	3107	2	-0.55204	0.75694	0.77819	1.0	13970	1	-0.55204
ARHGEF5	4	0.067705	0.15808	0.971815	3108	3	-1.0366	0.86377	0.86335	1.0	15524	0	-1.0366
HIST2H2AC	4	0.06779	0.15823	0.971907	3109	3	-1.7017	0.91901	0.91882	1.0	16534	0	-1.7017
HEXIM1	4	0.06779	0.15823	0.971907	3110	2	-1.5139	0.91893	0.91873	1.0	16531	0	-1.5139
AIM1L	4	0.067823	0.15828	0.971907	3111	3	-0.99686	0.71415	0.75182	1.0	13507	1	-0.99686
FAM156A	4	0.067866	0.15836	0.971907	3112	3	-0.98816	0.75777	0.77872	1.0	13979	1	-0.98816
DCTN3	4	0.067867	0.15837	0.971907	3113	3	-1.618	0.9742	0.97413	1.0	17609	0	-1.618
GATM	4	0.067883	0.1584	0.971907	3114	3	-1.0454	0.95548	0.95538	1.0	17201	0	-1.0454
NTRK1	4	0.067967	0.15854	0.972105	3115	2	-0.38042	0.90045	0.9001	1.0	16196	0	-0.38042
TMEM89	4	0.067992	0.15859	0.972105	3116	3	-1.3467	0.78041	0.79401	1.0	14261	1	-1.3467
OR8B12	4	0.068001	0.1586	0.972105	3117	2	-0.61251	0.37671	0.52907	1.0	9763	2	-0.61251
CORIN	4	0.068016	0.15864	0.972105	3118	2	-0.3792	0.72422	0.75778	1.0	13613	1	-0.3792
SLC6A2	4	0.068066	0.15872	0.97232	3119	3	-1.0464	0.12341	0.25721	0.955155	5137	1	-1.0464
DYNC1I2	4	0.068183	0.15895	0.972411	3120	2	-0.081926	0.10387	0.22375	0.932448	4572	2	-0.081926
THAP5	4	0.068209	0.159	0.972411	3121	3	-1.0623	0.20438	0.36575	0.991006	7036	1	-1.0623
CT47A5	4	0.068213	0.15901	0.972411	3122	2	-0.18566	0.66679	0.72624	1.0	13074	1	-0.18566
GDF6	4	0.068231	0.15903	0.972411	3123	3	-0.96354	0.7865	0.79836	1.0	14344	1	-0.96354
GLCCI1	4	0.068253	0.15907	0.972411	3124	3	-0.9537	0.73794	0.7661	1.0	13771	1	-0.9537
GRK6	4	0.068261	0.15909	0.972411	3125	3	-1.4519	0.34379	0.49764	1.0	9249	1	-1.4519
PHOX2B	4	0.068405	0.15935	0.973698	3126	3	-1.2229	0.97518	0.97513	1.0	17636	0	-1.2229
TEX9	4	0.068449	0.15944	0.973699	3127	3	-0.6957	0.69425	0.74084	1.0	13334	1	-0.6957
KIF17	4	0.06846	0.15946	0.973699	3128	1	1.0531	0.13617	0.27864	0.963824	5512	2	1.0531
VPS54	4	0.068571	0.15967	0.974719	3129	3	-1.0071	0.97117	0.97113	1.0	17524	0	-1.0071
SLAMF1	4	0.068613	0.15976	0.97492	3130	2	-0.75658	0.083534	0.18793	0.916657	3904	2	-0.75658
NUPR1L	4	0.068677	0.15988	0.97508	3131	2	-0.54474	0.19853	0.36023	0.986242	6957	2	-0.54474
HMGB1	4	0.068705	0.15994	0.97508	3132	2	-0.70854	0.19377	0.35574	0.984136	6887	2	-0.70854
NUTM2F	4	0.068706	0.15994	0.97508	3133	2	-0.26649	0.85553	0.85516	1.0	15385	1	-0.26649
OR2B11	4	0.068755	0.16003	0.975344	3134	1	0.44239	0.16629	0.32735	0.974773	6401	3	0.44239
HECTD1	4	0.068891	0.1603	0.976571	3135	3	-1.2887	0.88847	0.88814	1.0	15970	0	-1.2887
CAPZA3	4	0.068912	0.16033	0.976571	3136	3	-0.93595	0.40206	0.55342	1.0	10178	1	-0.93595
PLEK2	4	0.069031	0.16055	0.976856	3137	3	-0.93376	0.51872	0.66038	1.0	11985	1	-0.93376
ALKBH5	4	0.069044	0.16058	0.976856	3138	2	-0.95044	0.66687	0.72628	1.0	13076	1	-0.95044
KIF2B	4	0.069048	0.16059	0.976856	3139	3	-1.2268	0.11465	0.24238	0.945564	4887	1	-1.2268
OR10S1	4	0.069048	0.16059	0.976856	3140	3	-1.1199	0.73289	0.76302	1.0	13708	1	-1.1199
SLAIN2	4	0.069171	0.16081	0.977665	3141	2	-0.8643	0.62483	0.70582	1.0	12727	1	-0.8643
ANGPTL6	4	0.069176	0.16082	0.977665	3142	3	-1.5284	0.36806	0.52081	1.0	9635	1	-1.5284
FAM43B	4	0.069233	0.16093	0.977779	3143	3	-0.9308	0.46013	0.60897	1.0	11116	1	-0.9308
NSMCE4A	4	0.069242	0.16094	0.977779	3144	2	-1.1919	0.48868	0.63625	1.0	11579	2	-1.1919
RPL29	4	0.069303	0.16108	0.97829	3145	3	-1.1444	0.97592	0.9759	1.0	17656	0	-1.1444
TMEM63B	4	0.069341	0.16114	0.978328	3146	3	-1.1681	0.49293	0.64035	1.0	11641	1	-1.1681
BRK1	4	0.069378	0.16121	0.978448	3147	3	-1.0914	0.91203	0.91184	1.0	16395	0	-1.0914
ZYG11A	4	0.069426	0.16129	0.978666	3148	3	-0.92552	0.96826	0.9682	1.0	17476	0	-0.92552
VPS36	4	0.069496	0.16142	0.979109	3149	3	-1.2168	0.62692	0.70679	1.0	12744	1	-1.2168
MAPKAPK2	4	0.069592	0.16162	0.979416	3150	1	1.1905	0.078559	0.17896	0.912887	3736	3	1.1905
ORAI2	4	0.069637	0.16169	0.979416	3151	3	-0.96969	0.6963	0.74191	1.0	13349	1	-0.96969
SUGP2	4	0.069653	0.16172	0.979416	3152	2	-0.22397	0.1859	0.34834	0.98161	6764	2	-0.22397
RFC1	4	0.069681	0.16178	0.979416	3153	3	-1.5213	0.85768	0.8573	1.0	15420	1	-1.5213
GTF2A1	4	0.069681	0.16178	0.979416	3154	3	-1.0576	0.73163	0.76226	1.0	13695	1	-1.0576
RAD51B	4	0.069739	0.16189	0.979814	3155	2	-0.78241	0.50857	0.65521	1.0	11907	2	-0.78241
ANKRD11	4	0.069787	0.16198	0.980024	3156	3	-1.0391	0.53802	0.66794	1.0	12117	1	-1.0391
BLM	4	0.069845	0.16209	0.980256	3157	3	-1.3686	0.97512	0.97508	1.0	17634	0	-1.3686
CPSF6	4	0.069887	0.16217	0.980256	3158	3	-1.4538	0.96834	0.96829	1.0	17478	0	-1.4538
HADHB	4	0.069889	0.16217	0.980256	3159	3	-1.183	0.91123	0.91103	1.0	16385	0	-1.183
ZNF883	4	0.069966	0.16233	0.980534	3160	3	-1.0988	0.96037	0.96028	1.0	17298	0	-1.0988
ANKRD20A2	4	0.069985	0.16237	0.980534	3161	3	-0.66264	0.52953	0.6646	1.0	12059	1	-0.66264
RPS19BP1	4	0.070034	0.16247	0.980819	3162	2	-0.28507	0.87809	0.87766	1.0	15763	0	-0.28507
ADGRB1	4	0.070114	0.1626	0.9812	3163	3	-1.0594	0.96251	0.96244	1.0	17358	0	-1.0594
SNAPC3	4	0.070128	0.16263	0.9812	3164	3	-1.6393	0.61909	0.70309	1.0	12685	1	-1.6393
HOXB1	4	0.070193	0.16276	0.981477	3165	2	-1.0275	0.43852	0.58825	1.0	10763	1	-1.0275
SKP2	4	0.070206	0.16278	0.981477	3166	2	-1.1561	0.94104	0.94096	1.0	16924	0	-1.1561
CREB3L1	4	0.070258	0.16287	0.981695	3167	2	-0.086264	0.18783	0.35013	0.982155	6791	2	-0.086264
GPR160	4	0.070336	0.16301	0.982194	3168	2	-0.6581	0.25021	0.40902	1.0	7771	1	-0.6581
HMGCS2	4	0.070403	0.16312	0.98233	3169	2	-0.72182	0.44279	0.59235	1.0	10823	1	-0.72182
CDC25B	4	0.070407	0.16313	0.98233	3170	3	-1.0987	0.64169	0.71382	1.0	12858	1	-1.0987
PAK2	4	0.070477	0.16326	0.982816	3171	1	-0.0078964	0.92311	0.92297	1.0	16606	0	-0.0078964
C5orf45	4	0.070509	0.16332	0.982856	3172	3	-1.0883	0.85178	0.85154	1.0	15305	1	-1.0883
EIF4G2	4	0.070673	0.16362	0.984254	3173	3	-1.0798	0.86275	0.86231	1.0	15505	1	-1.0798
GNG5	4	0.070704	0.16369	0.984254	3174	3	-1.4427	0.97342	0.97335	1.0	17590	0	-1.4427
FIG4	4	0.070749	0.16375	0.984254	3175	3	-1.0935	0.9542	0.95409	1.0	17170	0	-1.0935
CSNK1G3	4	0.070778	0.1638	0.984254	3176	3	-0.99531	0.49388	0.64121	1.0	11652	1	-0.99531
CACNG1	4	0.070807	0.16385	0.984254	3177	2	-0.080473	0.16118	0.3192	0.973809	6250	2	-0.080473
