id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
ATP13A5	4	0.046622	0.11258	0.97065	2195	2	-0.23796	0.89878	0.89873	1.0	17022	0	-0.23796
ZNF728	3	0.046632	0.10458	0.97065	2196	2	-0.20246	0.8231	0.82321	1.0	15541	0	-0.20246
DPYSL2	4	0.046646	0.11262	0.97065	2197	2	-0.17033	0.65031	0.67097	1.0	12510	1	-0.17033
KCTD21	4	0.046677	0.11268	0.97065	2198	3	-0.17076	0.10087	0.21116	1.0	3897	1	-0.17076
CPM	4	0.046707	0.11274	0.97065	2199	2	-0.07952	0.76839	0.76832	1.0	14448	1	-0.07952
GLTSCR2	4	0.046733	0.11279	0.97065	2200	3	-1.0861	0.77187	0.77169	1.0	14503	1	-1.0861
CACNG3	4	0.046747	0.11281	0.97065	2201	3	-0.33737	0.39146	0.52269	1.0	9624	1	-0.33737
FBXL21	4	0.046748	0.11281	0.97065	2202	2	-0.22459	0.97138	0.97151	1.0	18508	0	-0.22459
TDRD6	4	0.046775	0.11288	0.97065	2203	3	-0.36451	0.89774	0.89767	1.0	17004	0	-0.36451
NTNG1	4	0.046817	0.11296	0.97065	2204	3	-0.1522	0.9682	0.96827	1.0	18442	0	-0.1522
RPS14	3	0.046846	0.10486	0.97065	2205	2	-0.93562	0.92254	0.92265	1.0	17512	0	-0.93562
TAS2R50	4	0.046849	0.11302	0.97065	2206	1	-0.00098688	0.62407	0.65272	1.0	12163	1	-0.00098688
PSMC5	4	0.046853	0.11302	0.97065	2207	3	-0.75416	0.046697	0.11151	0.9991	2117	1	-0.75416
HABP2	4	0.04689	0.1131	0.97065	2208	3	-0.3039	0.9475	0.94757	1.0	18021	0	-0.3039
TCP11L1	4	0.046909	0.11314	0.97065	2209	3	-0.31253	0.5012	0.57827	1.0	10697	1	-0.31253
TIGD4	4	0.046916	0.11315	0.97065	2210	3	-0.27878	0.79001	0.78991	1.0	14872	0	-0.27878
ANXA2R	3	0.046927	0.10496	0.97065	2211	2	-0.42142	0.52256	0.54207	1.0	10935	1	-0.42142
CHRM4	4	0.046972	0.11327	0.97065	2212	3	-0.19903	0.98327	0.98328	1.0	18738	0	-0.19903
C17orf98	4	0.046979	0.11329	0.97065	2213	3	-0.3727	0.37574	0.51542	1.0	9496	1	-0.3727
PTS	4	0.046988	0.1133	0.97065	2214	2	-0.25654	0.70385	0.71128	1.0	13318	1	-0.25654
C19orf84	4	0.047001	0.11334	0.97065	2215	1	0.22204	0.21367	0.33812	1.0	6214	2	0.22204
VGLL1	4	0.047015	0.11336	0.97065	2216	3	-0.22304	0.85969	0.85953	1.0	16270	0	-0.22304
ITGA8	4	0.047052	0.11343	0.97065	2217	2	-0.080218	0.81744	0.81741	1.0	15426	0	-0.080218
ZNF490	4	0.047061	0.11345	0.97065	2218	2	-0.00032487	0.032933	0.083146	0.992602	1586	2	-0.00032487
SLC36A1	4	0.047064	0.11346	0.97065	2219	3	-0.20179	0.96765	0.96771	1.0	18433	0	-0.20179
INF2	4	0.047153	0.11364	0.970829	2220	3	-0.41012	0.77291	0.77272	1.0	14533	1	-0.41012
IQCG	4	0.047159	0.11365	0.970829	2221	3	-0.37176	0.1822	0.30287	1.0	5556	1	-0.37176
CEP164	4	0.047204	0.11374	0.970829	2222	2	0.016946	0.054668	0.12767	0.9991	2415	2	0.016946
ATG16L2	4	0.047205	0.11374	0.970829	2223	3	-0.23664	0.29971	0.43374	1.0	7974	1	-0.23664
NOTO	4	0.047256	0.11385	0.970829	2224	2	-0.40054	0.96381	0.96387	1.0	18360	0	-0.40054
DLGAP5	4	0.047262	0.11386	0.970829	2225	3	-1.1563	0.82953	0.82952	1.0	15670	0	-1.1563
CLN8	4	0.047269	0.11387	0.970829	2226	2	-0.061207	0.66352	0.68039	1.0	12701	1	-0.061207
FAM83G	4	0.047304	0.11393	0.970829	2227	3	-0.1905	0.27153	0.4024	1.0	7389	1	-0.1905
PPP1R14C	4	0.047305	0.11393	0.970829	2228	2	-0.33341	0.96571	0.96577	1.0	18397	0	-0.33341
MCMBP	4	0.047365	0.11406	0.971478	2229	3	-0.70675	0.98779	0.98778	1.0	18839	0	-0.70675
PPFIBP2	4	0.047391	0.11411	0.971499	2230	2	-0.22317	0.70356	0.71106	1.0	13312	1	-0.22317
CDC7	3	0.047458	0.10572	0.97065	2231	2	-1.172	0.56033	0.57202	1.0	11377	1	-1.172
KIAA1161	4	0.047467	0.11428	0.97172	2232	3	-0.25173	0.76172	0.76188	1.0	14329	1	-0.25173
GLOD4	4	0.047489	0.11433	0.97172	2233	2	-0.24838	0.93012	0.93026	1.0	17654	0	-0.24838
ID3	4	0.047501	0.11435	0.97172	2234	2	-0.24012	0.75684	0.7573	1.0	14240	1	-0.24012
RGPD8	4	0.047508	0.11436	0.97172	2235	1	0.37401	0.3148	0.45058	1.0	8273	2	0.37401
GNL3L	4	0.047563	0.11447	0.97172	2236	2	-0.43747	0.95493	0.95496	1.0	18168	0	-0.43747
ADD2	4	0.047609	0.11457	0.97172	2237	3	-0.34901	0.98778	0.98777	1.0	18838	0	-0.34901
BHMT	4	0.047617	0.11458	0.97172	2238	3	-0.33792	0.84216	0.84203	1.0	15909	0	-0.33792
ZNF709	4	0.047711	0.11478	0.97172	2239	1	0.12447	0.068406	0.15473	1.0	2887	2	0.12447
PCDHGA3	4	0.047735	0.11483	0.97172	2240	2	0.062106	0.019421	0.054263	0.956643	1075	2	0.062106
IFI27	4	0.047761	0.11487	0.97172	2241	2	-0.045094	0.17226	0.29178	1.0	5341	2	-0.045094
SEZ6L	4	0.047784	0.11491	0.97172	2242	2	-0.19051	0.54663	0.6038	1.0	11229	1	-0.19051
GRM3	4	0.047796	0.11494	0.97172	2243	2	-0.17812	0.095766	0.20547	1.0	3793	1	-0.17812
MEX3C	4	0.047812	0.11498	0.97172	2244	3	-0.28727	0.94404	0.94415	1.0	17945	0	-0.28727
T	4	0.047863	0.11506	0.97172	2245	2	-0.20839	0.8995	0.89949	1.0	17036	0	-0.20839
TAS1R2	4	0.047913	0.11516	0.97172	2246	2	-0.10541	0.2517	0.38036	1.0	6989	2	-0.10541
DECR1	4	0.047964	0.11526	0.97172	2247	1	-0.071241	0.29301	0.42628	1.0	7819	1	-0.071241
GNG11	4	0.048015	0.11536	0.97172	2248	3	-0.36105	0.91585	0.9159	1.0	17366	0	-0.36105
ARHGEF19	4	0.048018	0.11537	0.97172	2249	2	-0.2501	0.57931	0.62358	1.0	11598	1	-0.2501
MRPS27	4	0.048055	0.11545	0.97172	2250	3	-0.91146	0.91236	0.91236	1.0	17296	0	-0.91146
NOP10	4	0.048055	0.11545	0.97172	2251	3	-0.9405	0.071052	0.15984	1.0	2976	1	-0.9405
LCE1B	4	0.048055	0.11545	0.97172	2252	3	-0.29229	0.4748	0.56412	1.0	10414	1	-0.29229
PRELID1	4	0.048055	0.11545	0.97172	2253	3	-1.0569	0.77648	0.77624	1.0	14604	1	-1.0569
MRPL22	4	0.048055	0.11545	0.97172	2254	3	-0.93912	0.82181	0.82177	1.0	15512	0	-0.93912
CLNS1A	4	0.048055	0.11545	0.97172	2255	3	-0.99213	0.8355	0.83548	1.0	15787	0	-0.99213
PRKG2	4	0.048065	0.11548	0.97172	2256	1	-0.046167	0.57423	0.62035	1.0	11545	1	-0.046167
NOD1	4	0.048104	0.11554	0.97172	2257	2	-0.082787	0.30941	0.44452	1.0	8165	2	-0.082787
HIVEP3	4	0.048116	0.11556	0.97172	2258	3	-0.61318	0.92639	0.92656	1.0	17591	0	-0.61318
GNE	4	0.048252	0.11585	0.972335	2259	3	-0.39002	0.929	0.92915	1.0	17627	0	-0.39002
TMPRSS3	4	0.048252	0.11585	0.972335	2260	2	-0.19078	0.24448	0.37232	1.0	6861	1	-0.19078
APOBEC3B	4	0.048268	0.11588	0.972335	2261	2	0.11374	0.047367	0.11287	0.9991	2139	2	0.11374
CLCA4	4	0.048302	0.11595	0.972335	2262	3	-0.19347	0.97255	0.97271	1.0	18537	0	-0.19347
NLK	4	0.048318	0.11598	0.972335	2263	1	0.064079	0.66704	0.68302	1.0	12755	1	0.064079
AMPD2	4	0.048369	0.11608	0.972335	2264	2	-0.089127	0.77078	0.77064	1.0	14490	1	-0.089127
UBD	4	0.04841	0.11615	0.972335	2265	3	-0.19653	0.8906	0.89057	1.0	16870	0	-0.19653
ZNF689	4	0.04845	0.11622	0.972335	2266	2	-0.27011	0.85241	0.85227	1.0	16125	0	-0.27011
TAS2R20	4	0.04847	0.11626	0.972335	2267	1	0.080539	0.49886	0.57701	1.0	10674	1	0.080539
OR4A5	4	0.048536	0.11639	0.972335	2268	2	-0.13211	0.5923	0.63187	1.0	11759	1	-0.13211
SYT13	4	0.048568	0.11646	0.972335	2269	3	-0.24918	0.94923	0.94929	1.0	18052	0	-0.24918
ITGA4	4	0.04864	0.11659	0.972335	2270	3	-0.20945	0.30824	0.44319	1.0	8144	1	-0.20945
PHOSPHO2	4	0.048669	0.11665	0.972335	2271	3	-0.24532	0.89464	0.89461	1.0	16945	0	-0.24532
COL18A1	4	0.048673	0.11666	0.972335	2272	2	-0.19527	0.24714	0.37535	1.0	6912	2	-0.19527
USP29	4	0.048673	0.11666	0.972335	2273	2	0.092588	0.061209	0.14052	1.0	2650	2	0.092588
ARHGEF2	4	0.048697	0.1167	0.972335	2274	2	-0.11109	0.11769	0.23026	1.0	4251	2	-0.11109
NTNG2	4	0.048722	0.11676	0.972335	2275	2	-0.04741	0.24011	0.3675	1.0	6786	2	-0.04741
NUDT19	4	0.048724	0.11676	0.972335	2276	1	0.27915	0.08862	0.19349	1.0	3561	3	0.27915
ZNF660	4	0.048772	0.11686	0.972335	2277	2	-0.086253	0.35527	0.49549	1.0	9131	1	-0.086253
FAM180B	4	0.048774	0.11686	0.972335	2278	1	0.04056	0.74842	0.74943	1.0	14096	1	0.04056
MANSC4	4	0.048798	0.11692	0.972335	2279	3	-0.33684	0.82674	0.82673	1.0	15613	0	-0.33684
GAPDHS	4	0.04882	0.11695	0.972335	2280	3	-0.23339	0.35761	0.49806	1.0	9177	1	-0.23339
HNRNPH3	4	0.048875	0.11707	0.972335	2281	2	-0.084242	0.20289	0.32596	1.0	5997	1	-0.084242
AXIN1	4	0.048914	0.11714	0.972335	2282	3	-0.30673	0.6086	0.64239	1.0	11960	1	-0.30673
STX2	4	0.048926	0.11716	0.972335	2283	2	-0.080607	0.7315	0.73436	1.0	13776	1	-0.080607
TLE1	4	0.048977	0.11726	0.972335	2284	1	0.23803	0.059034	0.13622	0.999919	2583	3	0.23803
MAGEB5	4	0.048994	0.11729	0.972335	2285	3	-0.26713	0.90295	0.90297	1.0	17096	0	-0.26713
MED30	4	0.049015	0.11734	0.972335	2286	3	-0.70516	0.89687	0.89681	1.0	16986	0	-0.70516
SLFN13	4	0.049037	0.11738	0.972335	2287	3	-0.32953	0.98621	0.98619	1.0	18801	0	-0.32953
SDCCAG3	4	0.049078	0.11747	0.972335	2288	2	-0.23607	0.96622	0.96629	1.0	18409	0	-0.23607
NUDT8	4	0.049082	0.11748	0.972335	2289	2	-0.14923	0.27645	0.40788	1.0	7496	1	-0.14923
COX10	4	0.049117	0.11755	0.972335	2290	3	-0.282	0.66331	0.68025	1.0	12696	1	-0.282
MUC5AC	4	0.049128	0.11757	0.972335	2291	2	-0.1163	0.52944	0.59391	1.0	11027	1	-0.1163
SAP25	4	0.049179	0.11768	0.972335	2292	2	-0.16076	0.079675	0.17655	1.0	3246	1	-0.16076
ANP32C	4	0.049204	0.11773	0.972335	2293	3	-0.37941	0.98111	0.98113	1.0	18694	0	-0.37941
CCDC137	4	0.049218	0.11776	0.972335	2294	3	-0.25935	0.97349	0.97364	1.0	18560	0	-0.25935
CT47A11	4	0.049219	0.11776	0.972335	2295	2	-0.22379	0.45417	0.55336	1.0	10213	1	-0.22379
NMUR2	4	0.04924	0.11781	0.972335	2296	3	-0.38875	0.10707	0.2182	1.0	4028	1	-0.38875
CDHR5	4	0.04928	0.11788	0.972335	2297	2	-0.12455	0.25228	0.38103	1.0	6999	1	-0.12455
HBD	4	0.049294	0.11791	0.972335	2298	2	0.0020582	0.15309	0.27018	1.0	4966	2	0.0020582
FAM3B	4	0.049331	0.11799	0.972335	2299	3	-0.2245	0.70976	0.716	1.0	13412	1	-0.2245
ADARB1	4	0.049356	0.11804	0.972335	2300	2	-0.23056	0.88632	0.88629	1.0	16798	0	-0.23056
RINT1	4	0.049381	0.11808	0.972335	2301	2	-0.16109	0.28646	0.41902	1.0	7685	1	-0.16109
SSX5	4	0.049382	0.11808	0.972335	2302	1	-0.079258	0.066219	0.15048	1.0	2816	1	-0.079258
RNF38	3	0.049401	0.10849	0.97065	2303	2	-0.17459	0.54614	0.56056	1.0	11222	1	-0.17459
ARL14EPL	4	0.049431	0.11818	0.972335	2304	2	-0.26466	0.54267	0.60148	1.0	11188	1	-0.26466
OVOL3	4	0.049465	0.11824	0.972335	2305	3	-0.20669	0.71276	0.71845	1.0	13472	1	-0.20669
TRIL	4	0.049483	0.11828	0.972335	2306	2	-0.21249	0.7569	0.75735	1.0	14243	1	-0.21249
AP3S2	4	0.049518	0.11836	0.972335	2307	2	-0.22673	0.31145	0.44681	1.0	8212	2	-0.22673
DYNLT1	4	0.049543	0.11841	0.972335	2308	2	-0.10175	0.85312	0.85301	1.0	16140	0	-0.10175
USP17L3	4	0.049581	0.1185	0.972335	2309	3	-0.43796	0.98269	0.98272	1.0	18723	0	-0.43796
TSFM	3	0.049592	0.10875	0.97065	2310	2	-0.85187	0.17927	0.28233	1.0	5479	1	-0.85187
LPA	4	0.049656	0.11864	0.972335	2311	3	-0.21548	0.98691	0.98686	1.0	18820	0	-0.21548
LOC102723859	4	0.049668	0.11866	0.972335	2312	3	-0.28951	0.84832	0.84819	1.0	16045	0	-0.28951
MYH13	4	0.049706	0.11873	0.972335	2313	2	-0.25543	0.63619	0.66096	1.0	12325	1	-0.25543
TRPV3	4	0.049727	0.11878	0.972335	2314	3	-0.24895	0.925	0.92516	1.0	17565	0	-0.24895
SIRPB2	4	0.049735	0.1188	0.972335	2315	3	-0.13973	0.64013	0.66375	1.0	12377	1	-0.13973
CHERP	4	0.049736	0.1188	0.972335	2316	1	0.24593	0.23927	0.3666	1.0	6770	1	0.24593
PRKD3	4	0.049764	0.11886	0.972335	2317	3	-0.2009	0.64347	0.6661	1.0	12418	1	-0.2009
HTATIP2	4	0.049786	0.11889	0.972335	2318	1	0.021089	0.22699	0.35296	1.0	6512	2	0.021089
SRSF4	4	0.049893	0.1191	0.972335	2319	2	-0.10883	0.23013	0.35644	1.0	6586	2	-0.10883
PEX14	4	0.049938	0.1192	0.972335	2320	2	-0.12297	0.18216	0.30283	1.0	5555	1	-0.12297
GCM2	4	0.049998	0.11931	0.972335	2321	3	-0.29647	0.91658	0.91664	1.0	17387	0	-0.29647
RPAP2	2	0.05001	0.089072	0.962741	2322	2	-0.93347	0.91421	0.91406	1.0	17337	0	-0.93347
BPIFC	4	0.050014	0.11934	0.972335	2323	2	-0.22022	0.89068	0.89065	1.0	16871	0	-0.22022
TLE4	4	0.050031	0.11937	0.972335	2324	2	-0.13495	0.35046	0.49021	1.0	9032	2	-0.13495
PIH1D3	4	0.050056	0.11942	0.972335	2325	2	-0.25452	0.75518	0.75578	1.0	14212	1	-0.25452
C1QTNF9	4	0.050069	0.11945	0.972335	2326	2	-0.2935	0.91454	0.91458	1.0	17343	0	-0.2935
GSN	4	0.050081	0.11947	0.972335	2327	2	-0.3009	0.8863	0.88627	1.0	16797	0	-0.3009
ZNF71	4	0.050094	0.11949	0.972335	2328	2	-0.14302	0.30697	0.44176	1.0	8120	1	-0.14302
GOPC	4	0.050115	0.11953	0.972335	2329	3	-0.59873	0.97885	0.97899	1.0	18652	0	-0.59873
AQP12A	4	0.050144	0.11959	0.972335	2330	2	-0.33766	0.092204	0.20022	1.0	3676	1	-0.33766
KCNB2	4	0.050182	0.11966	0.972335	2331	2	-0.13483	0.1508	0.26756	1.0	4916	1	-0.13483
PRKAG1	4	0.050188	0.11967	0.972335	2332	3	-0.4017	0.47236	0.56281	1.0	10394	1	-0.4017
C19orf26	4	0.050191	0.11967	0.972335	2333	1	0.024535	0.50189	0.57863	1.0	10702	1	0.024535
ATP6V1A	4	0.050214	0.11972	0.972335	2334	3	-0.92085	0.70849	0.71501	1.0	13388	1	-0.92085
KTN1	4	0.05027	0.11983	0.972335	2335	2	-0.14583	0.040525	0.098936	0.9991	1867	2	-0.14583
DIRAS1	4	0.050306	0.11991	0.972335	2336	3	-0.29415	0.97195	0.9721	1.0	18521	0	-0.29415
CLCNKA	4	0.050343	0.11999	0.972335	2337	1	0.021679	0.71086	0.71693	1.0	13432	1	0.021679
NWD1	4	0.050345	0.11999	0.972335	2338	3	-0.32514	0.80832	0.80823	1.0	15244	0	-0.32514
ORC3	4	0.050394	0.1201	0.972335	2339	3	-0.70721	0.73933	0.74116	1.0	13919	1	-0.70721
FITM2	4	0.050408	0.12012	0.972335	2340	2	-0.2535	0.73618	0.73834	1.0	13854	1	-0.2535
SSX2	4	0.050444	0.1202	0.972335	2341	2	-0.15418	0.49152	0.573	1.0	10590	1	-0.15418
KIAA0408	4	0.050468	0.12025	0.972335	2342	3	-0.19524	0.62149	0.65096	1.0	12121	1	-0.19524
SBSN	4	0.050494	0.12029	0.972335	2343	1	0.2015	0.10062	0.21086	1.0	3894	2	0.2015
ARRDC1	4	0.050534	0.12038	0.972335	2344	3	-0.23367	0.94259	0.94268	1.0	17923	0	-0.23367
CD83	4	0.050597	0.12051	0.972335	2345	3	-0.25123	0.72539	0.72919	1.0	13672	1	-0.25123
EPHA5	4	0.050637	0.1206	0.972335	2346	3	-0.28687	0.91493	0.91498	1.0	17350	0	-0.28687
ATG13	4	0.050645	0.12061	0.972335	2347	3	-0.28088	0.73581	0.73803	1.0	13847	1	-0.28088
CDCA5	4	0.050674	0.12066	0.972335	2348	3	-0.4956	0.23901	0.36633	1.0	6765	1	-0.4956
ASH2L	4	0.050696	0.12071	0.972335	2349	3	-0.5599	0.61234	0.64487	1.0	12012	1	-0.5599
ZKSCAN5	4	0.05071	0.12075	0.972335	2350	2	-0.10008	0.36712	0.50871	1.0	9373	2	-0.10008
PHACTR3	4	0.050797	0.12093	0.972335	2351	3	-0.20607	0.98451	0.9845	1.0	18763	0	-0.20607
RNF212B	4	0.050805	0.12094	0.972335	2352	2	-0.21418	0.28364	0.41593	1.0	7636	1	-0.21418
ERVV-1	4	0.050849	0.12104	0.972335	2353	2	-0.15563	0.12992	0.24404	1.0	4483	1	-0.15563
MLC1	4	0.050881	0.12111	0.972335	2354	3	-0.29571	0.29475	0.42817	1.0	7855	1	-0.29571
CKLF-CMTM1	4	0.050899	0.12114	0.972335	2355	2	-0.29779	0.94832	0.94838	1.0	18035	0	-0.29779
TAPBPL	4	0.050899	0.12114	0.972335	2356	2	-0.21268	0.86755	0.86745	1.0	16421	0	-0.21268
LHX1	4	0.050918	0.12118	0.972335	2357	3	-0.5276	0.95623	0.95627	1.0	18199	0	-0.5276
B3GNTL1	4	0.050925	0.12119	0.972335	2358	2	-0.056509	0.037537	0.092758	0.9991	1759	1	-0.056509
CEP162	4	0.050949	0.12124	0.972335	2359	1	-0.036295	0.50017	0.57772	1.0	10688	1	-0.036295
CGB8	4	0.050955	0.12124	0.972335	2360	3	-0.30413	0.84379	0.84367	1.0	15943	0	-0.30413
HLCS	4	0.051076	0.1215	0.972335	2361	3	-0.24917	0.68414	0.69594	1.0	13008	1	-0.24917
VDR	4	0.051089	0.12152	0.972335	2362	3	-0.27062	0.80214	0.80208	1.0	15112	0	-0.27062
VCX2	4	0.051096	0.12154	0.972335	2363	3	-0.22822	0.92049	0.92062	1.0	17473	0	-0.22822
ABO	4	0.051101	0.12155	0.972335	2364	2	-0.11253	0.94486	0.94491	1.0	17959	0	-0.11253
HOXA6	4	0.051101	0.12155	0.972335	2365	3	-0.28528	0.4045	0.52894	1.0	9744	1	-0.28528
UBE2D4	4	0.051127	0.1216	0.972335	2366	2	-0.29468	0.72922	0.7324	1.0	13734	1	-0.29468
ALKBH3	4	0.051192	0.12173	0.972335	2367	3	-0.45703	0.63813	0.66234	1.0	12354	1	-0.45703
NXNL2	4	0.051207	0.12176	0.972335	2368	3	-0.347	0.92019	0.92031	1.0	17464	0	-0.347
UBOX5	4	0.051266	0.12188	0.972335	2369	2	-0.14373	0.55066	0.60618	1.0	11273	1	-0.14373
SMCO2	4	0.051274	0.12189	0.972335	2370	3	-0.20999	0.27261	0.40361	1.0	7413	1	-0.20999
GOLGA8A	4	0.051353	0.12205	0.972335	2371	2	-0.10357	0.40955	0.53131	1.0	9796	1	-0.10357
CLEC2L	4	0.051393	0.12214	0.972335	2372	3	-0.30008	0.46049	0.55667	1.0	10274	1	-0.30008
CREBL2	4	0.051454	0.12226	0.972335	2373	1	0.11624	0.087453	0.19129	1.0	3520	2	0.11624
RRP8	4	0.051482	0.12232	0.972335	2374	2	-0.19139	0.62989	0.6567	1.0	12240	1	-0.19139
FAM227B	4	0.051558	0.12247	0.972335	2375	2	0.022965	0.061988	0.14208	1.0	2675	2	0.022965
CC2D1A	4	0.051594	0.12253	0.972335	2376	3	-0.27105	0.97527	0.97545	1.0	18589	0	-0.27105
KCNE2	3	0.0516	0.11161	0.97065	2377	2	-0.20921	0.47947	0.50969	1.0	10456	1	-0.20921
ASNSD1	4	0.051656	0.12266	0.972335	2378	1	-0.050007	0.73287	0.73555	1.0	13800	1	-0.050007
EPX	4	0.051707	0.12277	0.972335	2379	1	0.1002	0.21943	0.34454	1.0	6349	1	0.1002
C5orf45	4	0.051729	0.12282	0.972335	2380	3	-0.23266	0.96331	0.96335	1.0	18344	0	-0.23266
F11	4	0.051757	0.12288	0.972335	2381	1	0.33936	0.032369	0.081939	0.991248	1565	3	0.33936
SCML2	4	0.051761	0.12289	0.972335	2382	2	-0.16583	0.69023	0.70061	1.0	13108	1	-0.16583
RBAK	4	0.051766	0.1229	0.972335	2383	3	-0.26689	0.75259	0.75338	1.0	14164	1	-0.26689
EFNA2	4	0.051774	0.12291	0.972335	2384	2	-0.12362	0.26108	0.39089	1.0	7184	1	-0.12362
FOXA3	4	0.051781	0.12293	0.972335	2385	3	-0.28432	0.60607	0.64076	1.0	11927	1	-0.28432
PATE4	4	0.051858	0.12308	0.972335	2386	2	-0.13474	0.6621	0.6794	1.0	12679	1	-0.13474
ACTB	4	0.051871	0.1231	0.972335	2387	3	-0.42425	0.96833	0.96839	1.0	18444	0	-0.42425
GUCA1C	4	0.051908	0.12318	0.972335	2388	3	-0.27608	0.89355	0.89348	1.0	16925	0	-0.27608
SOSTDC1	4	0.051923	0.12321	0.972335	2389	3	-0.32558	0.93449	0.9346	1.0	17759	0	-0.32558
ABHD17C	4	0.051959	0.12327	0.972335	2390	1	0.41731	0.00082677	0.0029912	0.438381	128	3	0.41731
ABCC8	4	0.051983	0.12332	0.972335	2391	3	-0.30437	0.76947	0.76937	1.0	14466	1	-0.30437
PRRG4	4	0.051991	0.12333	0.972335	2392	3	-0.25399	0.64335	0.66601	1.0	12416	1	-0.25399
COG4	3	0.052028	0.1122	0.97065	2393	1	0.091797	0.67492	0.67489	1.0	12874	1	0.091797
OR1L4	4	0.052028	0.1234	0.972335	2394	3	-0.22822	0.79032	0.79022	1.0	14881	0	-0.22822
ACTN1	4	0.052088	0.12352	0.972335	2395	3	-0.32341	0.58158	0.625	1.0	11619	1	-0.32341
SSX2B	4	0.052111	0.12356	0.972335	2396	2	-0.21147	0.58705	0.62852	1.0	11681	1	-0.21147
SLC9C1	4	0.052118	0.12358	0.972335	2397	2	-0.12632	0.79037	0.79028	1.0	14883	0	-0.12632
CNTFR	4	0.052118	0.12358	0.972335	2398	3	-0.14124	0.5131	0.58471	1.0	10834	1	-0.14124
DUSP10	4	0.052161	0.12367	0.972335	2399	1	0.21806	0.093775	0.20314	1.0	3747	3	0.21806
OR51M1	4	0.052163	0.12367	0.972335	2400	3	-0.25008	0.35637	0.4967	1.0	9155	1	-0.25008
TBC1D5	4	0.052169	0.12368	0.972335	2401	2	-0.32482	0.64526	0.66736	1.0	12443	1	-0.32482
ADGRF2	4	0.052207	0.12376	0.972335	2402	2	-0.14957	0.74326	0.74473	1.0	13997	1	-0.14957
SKA2	4	0.052212	0.12377	0.972335	2403	2	-0.31426	0.19541	0.31763	1.0	5830	1	-0.31426
NGF	4	0.052262	0.12388	0.972335	2404	3	-0.25102	0.43209	0.54229	1.0	9983	1	-0.25102
OR6Q1	4	0.052271	0.1239	0.972335	2405	2	-0.1383	0.3476	0.48699	1.0	8973	1	-0.1383
ZNF559	4	0.052322	0.124	0.972335	2406	3	-0.27923	0.98219	0.9822	1.0	18714	0	-0.27923
IKZF1	3	0.052333	0.11263	0.97065	2407	2	-0.29869	0.6455	0.64664	1.0	12447	1	-0.29869
DOPEY1	4	0.052336	0.12404	0.972335	2408	3	-0.24228	0.34009	0.47872	1.0	8809	1	-0.24228
ARHGAP18	4	0.052351	0.12408	0.972335	2409	3	-0.19926	0.85381	0.8537	1.0	16159	0	-0.19926
TREH	4	0.052363	0.1241	0.972335	2410	1	0.048316	0.75447	0.75514	1.0	14204	1	0.048316
FAM47E-STBD1	4	0.052366	0.1241	0.972335	2411	3	-0.19551	0.28614	0.41867	1.0	7679	1	-0.19551
TRMT61B	4	0.052398	0.12417	0.972335	2412	2	-0.21352	0.32761	0.46473	1.0	8541	1	-0.21352
OR4F15	4	0.052462	0.1243	0.972335	2413	2	-0.23673	0.42079	0.53674	1.0	9896	1	-0.23673
ZNF256	4	0.052464	0.1243	0.972335	2414	3	-0.20242	0.97023	0.9703	1.0	18483	0	-0.20242
C9orf91	4	0.052515	0.12439	0.972335	2415	1	0.30581	0.0096807	0.032356	0.88999	687	3	0.30581
TEKT2	4	0.052552	0.12446	0.972335	2416	2	-0.2028	0.95573	0.95578	1.0	18185	0	-0.2028
SORD	4	0.052667	0.12467	0.972335	2417	3	-0.29175	0.68376	0.69567	1.0	12999	1	-0.29175
LHX8	4	0.052767	0.12487	0.972335	2418	3	-0.29707	0.96964	0.9697	1.0	18473	0	-0.29707
ERCC6	4	0.052795	0.12493	0.972335	2419	2	-0.30939	0.74271	0.74425	1.0	13986	1	-0.30939
C6orf203	4	0.052804	0.12495	0.972335	2420	3	-0.25871	0.96655	0.9666	1.0	18416	0	-0.25871
ONECUT3	4	0.052818	0.12497	0.972335	2421	1	0.14555	0.074842	0.16712	1.0	3089	3	0.14555
FOXI3	4	0.052842	0.12502	0.972335	2422	3	-0.41867	0.31345	0.44907	1.0	8249	1	-0.41867
URGCP-MRPS24	4	0.052903	0.12514	0.972335	2423	3	-0.38418	0.91824	0.91827	1.0	17418	0	-0.38418
RRBP1	4	0.052933	0.12521	0.972335	2424	3	-0.18686	0.88269	0.88267	1.0	16722	0	-0.18686
NLRP7	4	0.052936	0.12522	0.972335	2425	3	-0.23199	0.91347	0.91349	1.0	17321	0	-0.23199
UBALD2	4	0.052948	0.12524	0.972335	2426	3	-0.35711	0.92533	0.92549	1.0	17572	0	-0.35711
CD55	4	0.052969	0.12527	0.972335	2427	2	-0.096061	0.65624	0.67523	1.0	12594	1	-0.096061
RNPC3	4	0.052971	0.12528	0.972335	2428	3	-0.45387	0.80236	0.80229	1.0	15117	0	-0.45387
RAB27A	4	0.053024	0.1254	0.972335	2429	3	-0.25266	0.9615	0.96151	1.0	18311	0	-0.25266
PRR16	4	0.05307	0.1255	0.972335	2430	3	-0.29166	0.53839	0.59901	1.0	11140	1	-0.29166
